bootstrap_draw,raw_D1_prior_testing_treatment,raw_D2_prior_utilization,raw_D3_triage_urgency_pain,raw_D4_patient_vulnerability,raw_D5_respiratory_status,raw_D6_prior_medication_device,raw_D7_circulatory_status,raw_D8_arrival_mode,raw_D9_thermal_inflammatory,raw_D10_consciousness_neurologic,weight_D1_prior_testing_treatment,weight_D2_prior_utilization,weight_D3_triage_urgency_pain,weight_D4_patient_vulnerability,weight_D5_respiratory_status,weight_D6_prior_medication_device,weight_D7_circulatory_status,weight_D8_arrival_mode,weight_D9_thermal_inflammatory,weight_D10_consciousness_neurologic
48,0.0052042018934209955,0.00059837464103762916,0.025647761466348014,0.039791426418365465,0.0026295337293510837,1.73815306823485e-05,0.0051640790003025993,0.016934206840436717,0.0023908344295836951,0.00033807050023163427,0.052718999181287564,0.0060615850147637826,0.25981396253200262,0.40309046799740939,0.02663739596653146,0.00017607635533330526,0.052312550927976396,0.17154492751046657,0.024219352153719509,0.003424682360509496
49,0.0049916870460927597,0.0007011091779169726,0.024358168853144877,0.038763920554827601,0.0024155216399276854,2.3369665022764426e-05,0.0049655089168794903,0.017522142233095169,0.0025366258463636569,0.0002607285699939411,0.051706546495176094,0.0072624613625437142,0.25231485441947737,0.40153728428796598,0.025021256507414449,0.00024207540655460483,0.051435379524405724,0.18150365872391827,0.02627571822006217,0.002700765052481611
50,0.0047642051856177014,0.00075700371186560142,0.024715814675456561,0.039995968978302474,0.0025131307174200744,1.3331219326240275e-05,0.0046004074490507089,0.017236479204405065,0.0022915590740377931,0.00045625636605259892,0.048941871324625782,0.0077765706586767755,0.25390136956762022,0.41087180148098684,0.025816965349276952,0.00013694935365816369,0.047259204975466998,0.17706742561345121,0.023540797460383751,0.004687044215853281
51,0.0046147077740357548,0.00057559593718849687,0.025663482588635302,0.038888877090833836,0.0028454446596798437,1.8357277192398342e-05,0.004869730109575466,0.017053116487820201,0.0024759511493265521,0.00032930610344030853,0.047410779263937802,0.005913581803988743,0.26366256927459181,0.39953818483363956,0.029233649295598161,0.00018859976827840938,0.05003083848538515,0.17520102705424259,0.025437531292768,0.0033832389275696246
52,0.0049058228678403749,0.0007110675641690406,0.025426313621364504,0.039619354931585839,0.0025990588041255873,1.8939988520969951e-05,0.004729576804210843,0.017238082277779461,0.0024350803473547089,0.00027753232490112769,0.050079433701051113,0.0072586927608430819,0.25955592396343491,0.4044407863931308,0.026531612855324897,0.00019334246771370508,0.048280285363171589,0.1759691333787084,0.024857694233417351,0.0028330948832041756
53,0.0048707809003991484,0.00062253784003577363,0.024873811368559956,0.039467004189222117,0.0026782440593912261,8.3352343119972482e-06,0.00512779917087607,0.017267863707306281,0.0024097586479854415,0.0003098941588786172,0.049887126058579041,0.0063761077201306962,0.25476057919151729,0.40422582197873957,0.027430899015708457,8.5370476183054052e-05,0.052519538216060695,0.1768595449362457,0.024681039016341163,0.0031739733904943275
54,0.004756941782672287,0.0005771308431543659,0.02486191554162025,0.039086180653029254,0.0025205180489103465,3.562827732093834e-05,0.0048992777028769169,0.016015217036603621,0.0025169534234937758,0.00024231066211016731,0.04980461197059944,0.0060424909559058789,0.26030128451574458,0.40922764031459291,0.026389522749288685,0.00037302380567571624,0.051294852044819449,0.16767740842203344,0.026352201547179481,0.0025369636741605067
55,0.0045882710394067978,0.00052212011996369246,0.024284126297300864,0.039717519227217044,0.0025331090093245905,2.2884182648291009e-05,0.0046146443041811744,0.017636628136226618,0.0023733928072082605,0.0002201673759071541,0.047540513467166715,0.0054098501116058208,0.2516154393146896,0.41152565781032907,0.026246335915492563,0.00023711018464960513,0.047813775124643139,0.1827386286085867,0.02459146631593687,0.002281223146899805
56,0.004828879434069326,0.00045971109567105475,0.025453338224979673,0.039355500207626848,0.0026655119278454218,2.7542632905629064e-05,0.0050059806655906574,0.017560978183185815,0.0023725590539390141,0.00031863616929167022,0.049249837147256788,0.0046886025848665632,0.25959910152030896,0.40138752738356859,0.027185609032659239,0.00028090785941735591,0.051056096121019141,0.17910476487908397,0.024197776859853679,0.0032497766119656672
57,0.005061512694973863,0.00056958380163957213,0.025709784746259609,0.040020802551397741,0.0029097298140681699,2.2842518676588156e-05,0.0050147944837862007,0.016818929268539139,0.0024576286181357942,0.00025623079488413169,0.051208200203585776,0.0057625779297248835,0.26011034325467719,0.40489738796767649,0.029438240272538659,0.00023110171603568679,0.050735543972963884,0.1701600191675007,0.024864254203793811,0.0025923313115029721
58,0.0047127674247604496,0.00066239615227997096,0.026171274047862247,0.039764162203053843,0.0028487103802917941,2.8174950834897391e-05,0.0047319594148129123,0.017302329925414549,0.0025234002891932864,0.00030253681123189557,0.047580780501071347,0.0066876472114448891,0.26422896223613557,0.40146472402861544,0.028760991387704021,0.00028445837243323586,0.047774545604196798,0.17468682159296545,0.025476613729256681,0.0030544553361766154
59,0.004890096781445568,0.00067004067767107258,0.024876600951345199,0.039014278832424976,0.0024801237612834238,2.3552013355788271e-05,0.0047507573191263811,0.01741665531970895,0.0025023009221672161,0.0003485398507313277,0.050427433232760541,0.0069095629486710065,0.25653135093190405,0.40232126865285284,0.025575419254612746,0.00024287199907831059,0.048990543177854014,0.17960323947065074,0.025804113562668759,0.0035941967689471161
60,0.0049154593598404904,0.0006472291076635257,0.02547794860175653,0.040267547947321049,0.0027490779433038295,1.9311627617153491e-05,0.0050992316052629804,0.016806081033263857,0.0023322178140512974,0.00041200910413963742,0.04978884667394004,0.0065558045434467851,0.25806696457776129,0.40787129419980722,0.027845499310222441,0.00019560810009135803,0.051650281685491628,0.17022933778912155,0.02362310959230467,0.0041732535278130095
61,0.0048119203992270463,0.0005471264954930022,0.024934832670854501,0.039831696821465465,0.0023324278992762535,3.0305173308758978e-05,0.0048384186144070709,0.016457212954720864,0.0025181632912368501,0.00036364674693513876,0.049778958380984305,0.005659982873501993,0.25794898809187627,0.4120559389632078,0.024128793016478352,0.0003135047622790174,0.050053080444771705,0.17024864311380544,0.026050211822111029,0.003761898530984091
62,0.0047305407001558891,0.00062153647631455313,0.025614283429340891,0.038710494359685349,0.0026498357484533788,1.5044343075119431e-05,0.0048162248563027943,0.01687931645626772,0.0024478593478288991,0.00025031946604135599,0.048901829129599575,0.0064251155394447999,0.26478692203144655,0.40016862779286078,0.027392601228037529,0.00015552046606476106,0.049787586642027655,0.17448945088700774,0.025304675965873658,0.0025876703176369678
63,0.0047855419222481129,0.00068765886211732572,0.025035063777485891,0.03844574591224003,0.0028522170140885678,2.2328404638536752e-05,0.0050038149178184234,0.016866282998876173,0.0024719999416031499,0.00028103965180189037,0.049615945074773862,0.0071295675364111437,0.25956064527456468,0.39860104634593047,0.029571456067377617,0.00023149831641899632,0.051878974243774509,0.17486767109851378,0.025629409442057147,0.002913786600177905
64,0.004360139666406076,0.00047892058656686705,0.024709497587776845,0.038608089706114519,0.0026134890284983123,2.0189164976883516e-05,0.0045182818992863718,0.015858706297854217,0.0024113031296796009,0.00020891501056770489,0.046489544716802701,0.005106441932707608,0.26346249912300274,0.41165482075077592,0.027866060345125149,0.00021526491346580626,0.048175720153738541,0.16909183925120397,0.025710273809968771,0.0022275350032087888
