panel,alternative_id,criterion_id,u0,u_lower,u_upper,interval_width,m_L,m_B,m_Neg,boundary_discordance,rho,ignorance_mass,epsilon_n,epsilon_p,config_threshold,config_target_mode,config_median_band_radius,config_epsilon_multiplier,config_nu,config_t2nn_weight,config_boundary_metric,config_rho_power,config_equal_spacing,p0_VWI,singleton_VWI,p0_PI,singleton_PI,p0_EI,singleton_EI,p0_SI,singleton_SI,p0_VSI,singleton_VSI,p0_AI,singleton_AI
B,A1,D8,0.51487497457547793,0.50214468893968389,0.53422021948598852,0.032075530546304631,0.40000000000000002,0.59999999999999998,0,0.053459217577174464,0.053459217577174464,0.03207553054630468,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0.34130860368122984,0.3230625127760734,0.25869139631877019,0.24486195667762203,0.40000000000000002,0.40000000000000002,0,0
B,A1,D9,0.46022381178478033,0.44749352614898619,0.47956905669529087,0.032075530546304687,0.30000000000000004,0.59999999999999998,0.10000000000000001,0.053459217577174464,0.053459217577174464,0.03207553054630468,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0.10000000000000001,0.10000000000000001,0.34130860368122984,0.3230625127760734,0.25869139631877019,0.24486195667762203,0.30000000000000004,0.30000000000000004,0,0
B,A1,D10,0.88604857467084686,0.88604857467084686,0.88604857467084686,0,1,0,0,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0,0,0.050000000000000003,0.050000000000000003,0.29716311616253482,0.29716311616253482,0.65283688383746519,0.65283688383746519
B,A2,D1,0.25776700009106324,0.25776700009106324,0.25776700009106324,0,0.10000000000000001,0,0.90000000000000002,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0.10000000000000001,0.10000000000000001,0.48974243410161444,0.48974243410161444,0.31025756589838566,0.31025756589838566,0,0,0,0,0.10000000000000001,0.10000000000000001
B,A2,D2,0.27164666610300758,0.25891638046721349,0.29099191101351818,0.032075530546304687,0,0.59999999999999998,0.40000000000000002,0.053459217577174464,0.053459217577174464,0.03207553054630468,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0.16941076229059604,0.16941076229059604,0.23058923770940398,0.23058923770940398,0.34130860368122984,0.3230625127760734,0.25869139631877019,0.24486195667762203,0,0,0,0
B,A2,D3,0.61768285622667685,0.60655593587464174,0.62971114784851345,0.023155211973871714,0.40000000000000002,0.59999999999999998,0,0.038592019956452887,0.038592019956452887,0.023155211973871732,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0.1576308887286603,0.15154759432509043,0.44236911127133971,0.42529719370103786,0.2292433388446142,0.2292433388446142,0.17075666115538579,0.17075666115538579
B,A2,D4,0.45406905159851491,0.44745136527036017,0.46024063125808773,0.012789265987727561,0.10000000000000001,0.59999999999999998,0.30000000000000004,0.021315443312879247,0.021315443312879247,0.012789265987727548,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0.30000000000000004,0.30000000000000004,0.076598364362881588,0.074965636269445315,0.52340163563711839,0.51224509774282712,0,0,0.10000000000000001,0.10000000000000001
B,A2,D5,0.8234201934808445,0.8234201934808445,0.8234201934808445,0,1,0,0,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0,0,0.10000000000000001,0.10000000000000001,0.42776842870367476,0.42776842870367476,0.47223157129632526,0.47223157129632526
B,A2,D6,0.31185697012255115,0.29786775044441127,0.33437238836393218,0.03650463791952091,0,0.69999999999999996,0.30000000000000004,0.05214948274217273,0.05214948274217273,0.03650463791952091,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0.30000000000000004,0.30000000000000004,0.43320427955151503,0.41061290045120796,0.26679572044848493,0.25288246162927114,0,0,0,0
B,A2,D7,0.81538539194503978,0.81538539194503978,0.81538539194503978,0,1,0,0,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0,0,0.15000000000000002,0.15000000000000002,0.38120212425383332,0.38120212425383332,0.46879787574616671,0.46879787574616671
B,A2,D8,0.89364693708910803,0.89364693708910803,0.89364693708910803,0,1,0,0,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0,0,0,0,0.34514578906930965,0.34514578906930965,0.65485421093069029,0.65485421093069029
B,A2,D9,0.52833696297411303,0.51355578580936123,0.54581110710642455,0.032255321297063322,0.30000000000000004,0.69999999999999996,0,0.046079030424376222,0.046079030424376222,0.032255321297063357,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0.24097962486069263,0.22987551739508202,0.45902037513930732,0.43786916130785464,0.30000000000000004,0.30000000000000004,0,0
B,A2,D10,0.8234201934808445,0.8234201934808445,0.8234201934808445,0,1,0,0,0,0,0,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0,0,0.10000000000000001,0.10000000000000001,0.42776842870367476,0.42776842870367476,0.47223157129632526,0.47223157129632526
B,A3,D1,0.54639968194824873,0.53998757959250154,0.55255438534946422,0.012566805756962673,0.40000000000000002,0.5,0.10000000000000001,0.02513361151392534,0.02513361151392534,0.01256680575696267,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0.10000000000000001,0.10000000000000001,0.077005419253217258,0.07506999496123995,0.42299458074678276,0.41236319928179738,0.40000000000000002,0.40000000000000002,0,0
B,A3,D2,0.60105084473894654,0.59463874238319936,0.60720554814016203,0.012566805756962673,0.5,0.5,0,0.02513361151392534,0.02513361151392534,0.01256680575696267,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0,0,0.077005419253217258,0.07506999496123995,0.42299458074678276,0.41236319928179738,0.49999999999999989,0.49999999999999989,1.25685625429263e-16,1.25685625429263e-16
B,A3,D3,0.46402957357787705,0.45726648569197148,0.47020935377795831,0.012942868085986825,0.10000000000000001,0.69999999999999996,0.20000000000000001,0.018489811551409736,0.018489811551409736,0.012942868085986815,0.22222222222222221,0.30813953488372092,SI,threshold_upper_set,1,1,3,0.5,W1,1,False,0,0,0.20000000000000001,0.20000000000000001,0.076317305204364666,0.074906212613024548,0.62368269479563532,0.61215091930098864,0.10000000000000001,0.10000000000000001,0,0
